GA00071225394	GA00974685019
GA00944074570	
GA00944075542	GA00979977123
GA00944075720	
GA00944076514	
GA00944076891	
GA00944078924	
GA00944079351	GA00989118986
GA00944080171	
GA00944080627	
GA00944082026	
GA00944083642	
GA00944083820	
GA00944085963	
GA00944086102	
GA00944087273	
GA00944089128	
GA00944090126	
GA00944090304	
GA00944090681	
GA00944090959	
GA00944091564	
GA00944093974	GA00889025492
GA00944094024	GA00990540292
GA00944101233	GA00962392687
GA00944104437	GA00980176185
GA00944104526	
GA00944105131	
GA00944107452	
GA00944110038	
GA00944110305	
GA00944111298	
GA00944112359	GA00981366093
GA00944112626	
GA00944118101	
GA00944118845	
GA00944121331	GA00971511818
GA00944121897	
GA00944127194	GA00889128062
GA00944132546	GA00966199695
GA00944132724	
GA00944133429	
GA00944133984	
GA00944134212	GA00936978533
GA00944134301	
GA00944137238	
GA00944138498	
GA00944140735	
GA00944144099	
GA00944146687	
GA00944149325	
GA00944149414	
GA00944154876	
GA00944156364	GA00989094297
GA00944156909	
GA00944157336	
GA00944159290	
GA00944160388	GA00989087800
GA00944163581	
GA00944163670	
GA00944167390	
GA00944167579	GA00979620667
GA00944170065	
GA00944171592	GA00943570094
GA00944172564	
GA00944174230	
GA00944174796	GA00988980161
GA00944174885	
GA00944175768	GA00994277278
GA00944175857	
GA00944178228	GA00845724482
GA00944179100	
GA00944179933	
GA00944181369	GA00936202470
GA00944183035	
GA00944183590	
GA00944186883	GA00889050462
GA00944189521	GA00992810955
GA00944190708	GA00977393450
GA00944193189	
GA00944200754	
GA00944201181	GA00989102893
GA00944201815	
GA00944202420	GA00988754544
GA00944203591	
GA00944204385	GA00944204385
GA00944204652	GA00982784166
GA00944205446	
GA00944208194	
GA00944209522	GA00930573981
GA00944209700	GA00892017492
GA00944211136	GA00915640850
GA00944218238	GA00918443584
GA00944221557	
GA00944222162	GA00989088343
GA00944222707	
GA00944222995	
GA00944223134	GA00989253298
GA00944225633	
GA00944225722	
GA00944226516	
GA00944228659	GA00988939919
GA00944229264	
GA00944234160	GA00989260588
GA00944234527	GA00989539183
GA00944237097	
GA00944237631	GA00962942172
GA00944243054	GA00975977765
GA00944243232	
GA00944245375	
GA00944245464	GA00992354577
GA00944246991	GA00989244841
GA00944248013	GA00980538850
GA00944249907	
GA00944250638	
GA00944257918	GA00989052489
GA00944261575	
GA00944262814	
GA00944264868	
GA00944264957	
GA00944268200	
GA00944268855	
GA00944269738	GA00928050475
GA00944271430	
GA00944272402	
GA00944274812	
GA00944276599	GA00931110810
GA00944277293	GA00988985384
GA00944277560	GA00961920566
GA00944277927	GA00936947875
GA00944278621	GA00989145991
GA00944286187	
GA00944287515	
GA00944292977	GA00810441682
GA00944294198	GA00958217048
GA00944295348	
GA00944299335	
GA00944301119	
GA00944305394	
GA00944308687	
GA00944310568	
GA00944312501	
GA00944313206	
GA00944313761	
GA00944317570	
GA00944317848	
GA00944320067	GA00933930203
GA00944320423	
GA00944321217	
GA00944322299	GA00917082839
GA00944322744	GA00989107410
GA00944323716	
GA00944324054	
GA00944326197	
GA00944326731	GA00952202758
GA00944326820	
GA00944327347	
GA00944328785	
GA00944329013	
GA00944330011	
GA00944330399	
GA00944331182	
GA00944332065	
GA00944332510	
GA00944333770	
GA00944336141	GA00993135178
GA00944336508	GA00989195980
GA00944336796	
GA00944337024	
GA00944337202	GA00989268740
GA00944337490	
GA00944339078	GA00989252607
GA00944339167	
GA00944340343	
GA00944341048	
GA00944341137	
GA00944342931	
GA00944345213	
GA00944352430	
GA00944355367	
GA00944357033	
GA00944357211	
GA00944357866	
GA00944358749	
GA00944361057	GA00932064308
GA00944375732	
GA00944376259	
GA00944377409	GA00989040170
GA00944379274	
GA00944381333	GA00988461008
GA00944381511	
GA00944383832	
GA00944384448	
GA00944385797	
GA00944386025	
GA00944387285	
GA00944387641	
GA00944389040	GA00988553530
GA00944389407	
GA00944389873	
GA00944389962	
GA00944390227	GA00988553530
GA00944391487	
GA00944392815	
GA00944393609	
GA00944394680	
GA00944395385	
GA00944401423	
GA00944402217	
GA00944403388	
GA00944404627	
GA00944406115	GA00989159704
GA00944406948	
GA00944407286	GA00993018473
GA00944410406	
GA00944413332	
GA00944415831	GA00990800588
GA00944416447	GA00988839906
GA00944416714	GA00986772685
GA00944417796	GA00985762244
GA00944420649	GA00852671432
GA00944428445	
GA00944430504	GA00976377699
GA00944430970	
GA00944431209	
GA00944433074	
GA00944433619	
GA00944440291	GA00990687455
GA00944440658	
GA00944441808	
GA00944442413	
GA00944444378	
GA00944444645	GA00993317896
GA00944445439	GA00950045043
GA00944446400	GA00980890333
GA00944448454	
GA00944448543	GA00979922671
GA00944449515	
GA00944450602	
GA00944451307	GA00989119885
GA00944452567	GA00966833300
GA00944452923	GA00963892128
GA00944453717	GA00829192942
GA00944456287	
GA00944456376	
GA00944458875	
GA00944459480	
GA00944462422	
GA00944463771	
GA00944466231	GA00989060090
GA00944466797	
GA00944468285	
GA00944469702	
GA00944469990	GA00971069775
GA00944470433	
GA00944473637	
GA00944473815	
GA00944475214	GA00987950773
GA00944482342	
GA00944485090	
GA00944485368	
GA00944485724	
GA00944487301	
GA00944489177	
GA00944490264	GA00965677143
GA00944491880	
GA00944494995	GA00937887787
GA00944496483	
GA00944497544	
GA00944500588	
GA00944500855	
GA00944506330	
GA00944507302	
GA00944510621	
GA00944511792	GA00989196146
GA00944512586	
GA00944515224	
GA00944516018	
GA00944516662	
GA00944516840	
GA00944517456	
GA00944519300	
GA00944519866	
GA00944521291	
GA00944521836	
GA00944522808	
GA00944524207	
GA00944525378	
GA00944525645	
GA00944525823	
GA00944528393	
GA00944529276	
GA00944530185	
GA00944534350	
GA00944534628	GA00988841498
GA00944536116	
GA00944537465	GA00989275291
GA00944539131	
GA00944540040	
GA00944540318	
GA00944541578	GA00989201581
GA00944541756	GA00944541756
GA00944542361	GA00832459542
GA00944544593	
GA00944544682	GA00989281283
GA00944545298	
GA00944545832	
GA00944546537	GA00946240702
GA00944547797	
GA00944549919	
GA00944550739	GA00989269917
GA00944551077	
GA00944551344	GA00989105345
GA00944551611	GA00981127633
GA00944555153	GA00957391427
GA00944558179	
GA00944558802	
GA00944567062	
GA00944567518	
GA00944568034	GA00956837685
GA00944568212	
GA00944568956	
GA00944569472	
GA00944571809	
GA00944572147	
GA00944573208	
GA00944574379	
GA00944574646	
GA00944574735	
GA00944576967	
GA00944577106	GA00988878103
GA00944577572	
GA00944583807	
GA00944584056	
GA00944585206	
GA00944585672	
GA00944587438	
GA00944591095	
GA00944593306	
GA00944593772	
GA00944593950	
GA00944594000	
GA00944594566	
GA00944594922	GA00988682632
GA00944595449	GA00958707347
GA00944596321	
GA00944597204	
GA00944599347	GA00989200879
GA00944600426	
GA00944601309	GA00888621792
GA00944606734	
GA00944607439	
GA00944607994	
GA00944608311	
GA00944609938	GA00951661198
GA00944612424	
GA00944615806	
GA00944619526	GA00944620257
GA00944619704	GA00944620257
GA00944620168	GA00944620257
GA00944620257	
GA00944620990	
GA00944622101	
GA00944622934	
GA00944624066	
GA00944624155	GA00916050445
GA00944627359	GA00966838191
GA00944628231	
GA00944630023	
GA00944630767	GA00989050567
GA00944632522	
GA00944635181	
GA00944635815	GA00989269224
GA00944638741	GA00989119877
GA00944638830	
GA00944639179	GA00917046808
GA00944639357	
GA00944640800	
GA00944641238	
GA00944642676	
GA00944643281	
GA00944643826	
GA00944646752	
GA00944649212	GA00948137119
GA00944650032	GA00989226630
GA00944650598	GA00989231804
GA00944652353	
GA00944654852	
GA00944655824	
GA00944658572	
GA00944661514	GA00957810772
GA00944662596	GA00975383113
GA00944662863	
GA00944663002	GA00989021214
GA00944664440	
GA00944668616	
GA00944670785	
GA00944671102	
GA00944671668	GA00889004282
GA00944672451	
GA00944672540	
GA00944674128	
GA00944674683	
GA00944674861	
GA00944675388	GA00971220082
GA00944676171	GA00954630846
GA00944676260	
GA00944676716	
GA00944679286	
GA00944679464	
GA00944679553	
GA00944680284	GA00989080911
GA00944683933	
GA00944684638	GA00935641357
GA00944685065	
GA00944685510	GA00989213202
GA00944685987	GA00987553707
GA00944686592	
GA00944687297	
GA00944687742	
GA00944687920	GA00980762831
GA00944688080	GA00988971294
GA00944688358	
GA00944689141	GA00988787655
GA00944689508	
GA00944690050	
GA00944690883	GA00888837302
GA00944691766	
GA00944692282	
GA00944692371	
GA00944692916	GA00984695322
GA00944696547	
GA00944696814	
GA00944697063	
GA00944698124	
GA00944698213	
GA00944699007	
GA00944699384	GA00986357009
GA00944699473	
GA00944701613	GA00979977123
GA00944701702	
GA00944701990	
GA00944703667	
GA00944704272	GA00950284331
GA00944705066	
GA00944707921	
GA00944709053	
GA00944709231	
GA00944709320	
GA00944709797	
GA00944709975	
GA00944710973	
GA00944716548	
GA00944723021	GA00989070967
GA00944723854	GA00989124374
GA00944724915	
GA00944725520	GA00935509920
GA00944725709	
GA00944725997	
GA00944726691	
GA00944729984	GA00956590221
GA00944730060	
GA00944730516	
GA00944731776	
GA00944732004	
GA00944733353	GA00976717015
GA00944734236	GA00989277073
GA00944734503	GA00990008752
GA00944738967	
GA00944740759	
GA00944741631	
GA00944751041	GA00888989242
GA00944754245	
GA00944754989	GA00981682661
GA00944755594	GA00934400372
GA00944756388	
GA00944756477	GA00990288186
GA00944758321	GA00989005693
GA00944758798	
GA00944760202	GA00985859329
GA00944763317	
GA00944763694	
GA00944764100	
GA00944764755	
GA00944769447	
GA00944774076	
GA00944774521	GA00989090070
GA00944775137	
GA00944775692	GA00844839502
GA00944777636	
GA00944779779	
GA00944781293	GA00958638345
GA00944783059	
GA00944783970	
GA00944784020	
GA00944784675	
GA00944784764	
GA00944787135	
GA00944788573	
GA00944792686	
GA00944793658	
GA00944795235	
GA00944796940	
GA00944797823	
GA00944798161	
GA00944800034	
GA00944801294	
GA00944801383	
GA00944804587	
GA00944807969	
GA00944810188	
GA00944811060	
GA00944811427	GA00962387225
GA00944814531	
GA00944815058	GA00979977123
GA00944815325	
GA00944818251	GA00982567998
GA00944818618	
GA00944819967	
GA00944821759	GA00990024677
GA00944826440	GA00983501923
GA00944826629	
GA00944827978	
GA00944829466	
GA00944829733	
GA00944830642	
GA00944831169	
GA00944831436	GA00935955211
GA00944832319	
GA00944832408	
GA00944833013	
GA00944837388	GA00826466472
GA00944839321	GA00995918307
GA00944840796	
GA00944841679	
GA00944844139	GA00955604601
GA00944845011	
GA00944845488	GA00917475571
GA00944845755	GA00989252607
GA00944846638	
GA00944848959	
GA00944850295	
GA00944853022	GA00984980744
GA00944861866	
GA00944862927	
GA00944863710	GA00815180062
GA00944864504	
GA00944865764	
GA00944869751	GA00989156489
GA00944871632	
GA00944871721	GA00987560452
GA00944872159	GA00960945247
GA00944874925	
GA00944875085	
GA00944875174	GA00989229184
GA00944878734	
GA00944885684	
GA00944886923	
GA00944888799	
GA00944893040	GA00990456186
GA00944896422	GA00988871680
GA00944896511	
GA00944896600	
GA00944897860	
GA00944898743	GA00989261312
GA00944899081	
GA00944903097	GA00989258400
GA00944903275	GA00994871056
GA00944903542	
GA00944903631	
GA00944904069	GA00986130861
GA00944904158	
GA00944904603	GA00932251868
GA00944905952	
GA00944907629	
GA00944913041	
GA00944913319	
GA00944913874	
GA00944913963	GA00915171176
GA00944914013	GA00929007514
GA00944914668	
GA00944914846	GA00988352594
GA00944914935	
GA00944915362	GA00976719786
GA00944915540	
GA00944916067	
GA00944916334	
GA00944916423	
GA00944917039	GA00944299335
GA00944917128	
GA00944917306	
GA00944917772	GA00989254766
GA00944917950	GA00989260286
GA00944918299	
GA00944918655	
GA00944918744	
GA00944918922	
GA00944919171	GA00951621358
GA00944919260	
GA00944920803	GA00989199242
GA00944921796	
GA00944922113	
GA00944923462	GA00957865259
GA00944925961	
GA00944926011	
GA00944926488	
GA00944926666	
GA00944927360	
GA00944927549	
GA00944928987	
GA00944930302	
GA00944930868	
GA00944931007	
GA00944931384	GA00992656697
GA00944932089	
GA00944932267	GA00989208535
GA00944932712	GA00982310830
GA00944936432	GA00991818669
GA00944937137	GA00914224314
GA00944938575	GA00813277662
GA00944939180	
GA00944939458	
GA00944939903	
GA00944940189	GA00965663835
GA00944940456	
GA00944941606	
GA00944942777	GA00921116306
GA00944943749	GA00990455201
GA00944944176	GA00990192715
GA00944946764	GA00988199311
GA00944946942	
GA00944950044	
GA00944951393	
GA00944951938	GA00947090909
GA00944953981	
GA00944956719	GA00938377588
GA00944957146	GA00988964050
GA00944961259	GA00979178832
GA00944961615	
GA00944978682	GA00888868852
GA00944978771	
GA00944981446	
GA00944982418	
GA00944983589	
GA00944984461	
GA00944985255	
GA00944990151	
GA00944990429	
GA00944991301	
GA00944994793	GA00989039008
GA00944997431	
GA00944997997	
GA00944998403	
GA00944999485	
GA00945001216	
GA00945001305	GA00984414307
GA00945001771	GA00989277693
GA00945002832	
GA00945003359	
GA00945009756	GA00939552316
GA00945009845	GA00980612503
GA00945011092	GA00934064437
GA00945011459	
GA00945017023	
GA00945019255	
GA00945020075	GA00989766511
GA00945020164	GA00988377244
GA00945020253	GA00989167715
GA00945021047	
GA00945024518	
GA00945035188	
GA00945035544	GA00916859023
GA00945036060	
GA00945040440	
GA00945042028	
GA00945043288	
GA00945043377	GA00989163876
GA00945043911	
GA00945044438	GA00981401522
GA00945045310	GA00881438402
GA00945046481	
GA00945047631	GA00964898278
GA00945048247	GA00989034413
GA00945048514	GA00990474273
GA00945055731	
GA00945056258	GA00937811209
GA00945056614	
GA00945057319	
GA00945057408	
GA00945057785	
GA00945058390	
GA00945061510	GA00971059338
GA00945062126	GA00989121499
GA00945062215	GA00988774235
GA00945062304	
GA00945062959	
GA00945063009	GA00990236100
GA00945063297	GA00980374475
GA00945063564	
GA00945064358	GA00988937436
GA00945065141	GA00889048352
GA00945068434	
GA00945068612	
GA00945069228	
GA00945070781	GA00989183265
GA00945071109	
GA00945071842	
GA00945072091	GA00965682783
GA00945072636	
GA00945072725	GA00852229772
GA00945073063	
GA00945073985	
GA00945074302	
GA00945075929	GA00979684924
GA00945076178	GA00993425001
GA00945076712	GA00981410092
GA00945076801	
GA00945077417	
GA00945083018	
GA00945085894	
GA00945089504	
GA00945092289	
GA00945094311	GA00989177923
GA00945094877	
GA00945095016	GA00914589967
GA00945098775	
GA00945100370	
GA00945100915	GA00960962885
GA00945103663	
GA00945104813	GA00988574473
GA00945106212	GA00889247142
GA00945106867	
GA00945111585	
GA00945112468	
GA00945124288	
GA00945127015	
GA00945128186	
GA00945128453	
GA00945128631	
GA00945134976	
GA00945135492	
GA00945138874	
GA00945139579	
GA00945139668	
GA00945147024	
GA00945148462	GA00987774886
GA00945151692	
GA00945153547	GA00986058818
GA00945157623	GA00981145852
GA00945167122	
GA00945171790	
GA00945186259	
GA00945187697	GA00910397834
GA00945188758	GA00938167281
GA00945191244	
GA00945193565	
GA00945197552	GA00987611154
GA00945199784	
GA00945199873	
GA00945199962	
GA00945200030	GA00939690239
GA00945200219	
GA00945201479	
GA00945202173	GA00929456920
GA00945202351	GA00910698540
GA00945208759	
GA00945210818	
GA00945211512	
GA00945211989	
GA00945212861	
GA00945217286	
GA00945217464	
GA00945225564	
GA00945225742	GA00933888045
GA00945228202	
GA00945230193	
GA00945230371	
GA00945231254	GA00989214594
GA00945232048	
GA00945236779	
GA00945237929	GA00944506330
GA00945238089	
GA00945238267	
GA00945240237	GA00943112517
GA00945254823	
GA00945256699	
GA00945258098	
GA00945261218	
GA00945270667	
GA00945271906	
GA00945274476	GA00963051328
GA00945278552	
GA00945279613	
GA00945280700	GA00988970182
GA00945287357	
GA00945287802	GA00989178911
GA00945288140	GA00910098071
GA00945288329	
GA00945288507	
GA00945288795	GA00939082859
GA00945292075	GA00916762305
GA00945292709	
GA00945293047	
GA00945294019	GA00912685144
GA00945300523	GA00988975656
GA00945302577	
GA00945303727	
GA00945304065	GA00933873943
GA00945304154	
GA00945304510	
GA00945307358	
GA00945310855	
GA00945311738	
GA00945314664	
GA00945319178	
GA00945334940	
GA00945335467	GA00989227459
GA00945339276	
GA00945340363	
GA00945345144	
GA00945347198	
GA00945350695	
GA00945351578	
GA00945352450	GA00845352542
GA00945365242	GA00989245600
GA00945365897	GA00967038490
GA00945367385	GA00979871848
GA00945369507	
GA00945369884	
GA00945370327	
GA00945373342	
GA00945374047	
GA00945375841	
GA00945376090	
GA00945376635	
GA00945393807	
GA00945395117	GA00981947843
GA00945395672	
GA00945396644	
GA00945401532	
GA00945403764	
GA00945404191	GA00995206870
GA00945404825	GA00916437021
GA00945405074	
GA00945405430	GA00989170929
GA00945406224	
GA00945407107	
GA00945407395	
GA00945407840	
GA00945408189	
GA00945408278	GA00977388643
GA00945408545	
GA00945413808	
GA00945415584	
GA00945417161	
GA00945418311	
GA00945419016	
GA00945419849	GA00991907254
GA00945421541	GA00992006676
GA00945421819	GA00989049429
GA00945421908	GA00980361306
GA00945424923	
GA00945425628	
GA00945428910	GA00979490674
GA00945429070	GA00880011332
GA00945429348	GA00962990746
GA00945429437	GA00928613941
GA00945430168	
GA00945431962	
GA00945432012	
GA00945432667	
GA00945433906	
GA00945434422	
GA00945434988	
GA00945435216	GA00989230379
GA00945435771	
GA00945443227	
GA00945443960	GA00913743407
GA00945447125	GA00917743576
GA00945447680	
GA00945451505	
GA00945452021	
GA00945452765	
GA00945456108	
GA00945457546	
GA00945461292	GA00917667535
GA00945461470	
GA00945462175	GA00817097022
GA00945472308	
GA00945472774	
GA00945474440	
GA00945475145	
GA00945475234	
GA00945476850	GA00988987867
GA00945478705	
GA00945479965	
GA00945481390	
GA00945481579	
GA00945481668	GA00989190784
GA00945482184	
GA00945482540	
GA00945482818	
GA00945485833	GA00855869942
GA00945486260	GA00961932475
GA00945486538	
GA00945487410	GA00845352542
GA00945489731	
GA00945492228	GA00868234202
GA00945500042	
GA00945501936	GA00945502185
GA00945502185	
GA00945505656	
GA00945508493	
GA00945509554	GA00988850551
GA00945510552	
GA00945511702	
GA00945513667	
GA00945514094	GA00986825991
GA00945514183	
GA00945515244	
GA00945515333	
GA00945515899	GA00929263162
GA00945517298	GA00920082165
GA00945517476	GA00987819723
GA00945517654	GA00988977845
GA00945518537	GA00988910031
GA00945519142	
GA00945520418	GA00987658118
GA00945520507	GA00929995686
GA00945521589	GA00977093945
GA00945521767	
GA00945522283	GA00989111957
GA00945522917	GA00990016836
GA00945523433	
GA00945525932	
GA00945526270	
GA00945526459	
GA00945526904	
GA00945527153	
GA00945528303	
GA00945529652	
GA00945530006	
GA00945531533	
GA00945532416	
